cid	smiles	desc
79017	CCCC(CC(=O)N1C2=CC=CC=C2C2=CC=CC=C21)C(=O)NC(CC(=O)OC(C)(C)C)C(=O)CF	CCCC(CC(=O)N1C2=CC=CC=C2C2=CC=CC=C21)C(=O)NC(CC(=O)O)C(=O)CF
79018	CC(C)(C)COC1=C(C(=O)O)C=C(S(C)(=O)=O)C=C1.CS(=O)(=O)C1=CN=C(N2CCNCC2)S1	CC(C)(C)COC1=C(C(=O)N2CCN(C3=NC=C(S(C)(=O)=O)S3)CC2)C=C(S(C)(=O)=O)C=C1
79019	CC1(N)CCC1.CN1C(=O)C2=C(N=C1Cl)C(Br)=C(F)C=C2	CN1C(=O)C2=C(N=C1NC1(C)CCC1)C(Br)=C(F)C=C2
79020	NC1=C(C(=O)O)C(Cl)=CC=C1	NC1=C(CO)C(Cl)=CC=C1
79021	C#CC1=CC2=CC(OC(SC)C(=O)O)=CC=C2N=C1.CC(N)(C#N)CO	C#CC1=CC2=CC(OC(SC)C(=O)NC(C)(C#N)CO)=CC=C2N=C1
79022	COC(=O)C1=CC=C(OCC2CC(=O)N(C3=CC=C(F)C=C3)C2)C=C1	O=C(O)C1=CC=C(OCC2CC(=O)N(C3=CC=C(F)C=C3)C2)C=C1
79023	CCCCC1=C(CC2=CC=C(C3=CC=CC=C3C#N)C=C2)C(=O)N(C2=CC(C)=C(C)C=C2)C(C)=N1.O=C([O-])O.[NH3+]O	CCCCC1=C(CC2=CC=C(C3=CC=CC=C3C3=NOC(=O)N3)C=C2)C(=O)N(C2=CC(C)=C(C)C=C2)C(C)=N1
79024	CCOC(=O)/C=C/C1=CN=C(N(C(=O)OC(C)(C)C)[C@@H]2CCN(C(C3=CC=CC=C3)C3=CC=CC=C3)C2)C=C1	CC(C)(C)OC(=O)N(C1=NC=C(/C=C/C(=O)O)C=C1)[C@@H]1CCN(C(C2=CC=CC=C2)C2=CC=CC=C2)C1
79025	OCC1=CC2=NC=CN2C=C1	O=CC1=CC2=NC=CN2C=C1
79026	COC(=O)C1=CC(OCC2=C(C)ON=C2C2=NC=C(F)C=C2)=NN1	CC1=C(COC2=NNC(C(=O)O)=C2)C(C2=NC=C(F)C=C2)=NO1
79027	CC(C)(O)CN.O=C(O)C(O)C1=CC=C(C2=NOC(C3=C(C(F)(F)F)N(C4=CC=CC=C4)N=C3)=N2)C=C1	CC(C)(O)CNC(=O)C(O)C1=CC=C(C2=NOC(C3=C(C(F)(F)F)N(C4=CC=CC=C4)N=C3)=N2)C=C1
79028	N#CC1=CC=C2C=CN=C(N)C2=C1	NCC1=CC=C2C=CN=C(N)C2=C1
79029	CC(=O)N1C2=CC=CC=C2C(NC2=CC=C(CO[Si](C3=CC=CC=C3)(C3=CC=CC=C3)C(C)(C)C)C=C2)CC1C	CC(=O)N1C2=CC=CC=C2C(NC2=CC=C(CO)C=C2)CC1C
79030	CN[C@H]1CC[C@H](OCC(=O)N(C)CCN(C)C)CC1.O=C(Cl)OC1=CC=C(Br)C=C1	CN(C)CCN(C)C(=O)CO[C@H]1CC[C@H](N(C)C(=O)OC2=CC=C(Br)C=C2)CC1
79031	CC(O)CN.O=C(O)C1=CC=CC(I)=C1	CC(O)CNC(=O)C1=CC=CC(I)=C1
79032	CC1(C)CC(C2=CC(N3CCOCC3)=CC=C2)NC2=C(C(=O)O)C=C(Cl)C=C21.CS(N)(=O)=O	CC1(C)CC(C2=CC(N3CCOCC3)=CC=C2)NC2=C(C(=O)NS(C)(=O)=O)C=C(Cl)C=C21
79033	COC1=C(CO)C=CC=C1C1=CC=C(Cl)C=C1	COC1=C(C=O)C=CC=C1C1=CC=C(Cl)C=C1
79034	CCOC(=O)C1=C(C)N=CC(CC)=C1	CCC1=CC(C(=O)O)=C(C)N=C1
79035	CC(=O)C1=CC(O)=C2C(=C1)C(C)(C)CCC2(C)C.O=S(=O)(N(C1=CC=CC=C1)S(=O)(=O)C(F)(F)F)C(F)(F)F	CC(=O)C1=CC(OS(=O)(=O)C(F)(F)F)=C2C(=C1)C(C)(C)CCC2(C)C
79036	NC1=C(F)C(Cl)=C(F)C=C1.O=C(OC(=O)C(F)(F)F)C(F)(F)F	O=C(NC1=C(F)C(Cl)=C(F)C=C1)C(F)(F)F
79037	CCOC(=O)C(CC1=CC=C(C(F)(F)F)C=C1)C(O)C1=CC=CC(F)=C1	O=C(O)C(CC1=CC=C(C(F)(F)F)C=C1)C(O)C1=CC=CC(F)=C1
79038	CC(C(=O)O)N1C=CC2=NC=CC=C2C1=O.CN1C=C(C2=CC(F)=C(NN)N=C2)C=N1	CC(C(=O)NNC1=C(F)C=C(C2=CN(C)N=C2)C=N1)N1C=CC2=NC=CC=C2C1=O
79039	CCCCN.COC1=C(NC(=O)NC2=NC=CN=C2)C=C(C(=O)O)C=C1	CCCCNC(=O)C1=CC(NC(=O)NC2=NC=CN=C2)=C(OC)C=C1
79040	CC(=O)OC(C)=O.ClC1=CC=C(N2C(C3=CC=CC=C3Cl)=NC3=C(NC4CCNCC4)N=CN=C32)C=C1	CC(=O)N1CCC(NC2=C3N=C(C4=CC=CC=C4Cl)N(C4=CC=C(Cl)C=C4)C3=NC=N2)CC1
79041	CCOC(=O)CC1CCN2C1=CC1=C2C=CC(OC)=C1C	CCOC(=O)CC1CCN2C1=CC1=C2C=CC(O)=C1C
79042	CC(C)(C)OC(=O)N1CCNCC1.CC1=C(Br)C=CC(Cl)=C1	CC1=C(N2CCN(C(=O)OC(C)(C)C)CC2)C=CC(Cl)=C1
79043	CO.CC1=C(C(=O)O)C=C(O)C=C1	COC(=O)C1=C(C)C=CC(O)=C1
79044	CC(C)(C)OC(=O)N1[C@@H](CCC2(O)CCCC2)COC1(C)C.CI	COC1(CC[C@H]2COC(C)(C)N2C(=O)OC(C)(C)C)CCCC1
79045	CO.NC1=CC(C(=O)O)=CC(N)=N1	COC(=O)C1=CC(N)=NC(N)=C1
79046	BrC(Br)(Br)Br.CN1C(=O)N(C2=CC3=C(C=C2)SN=C3CCO)C(=O)C=C1C(F)(F)F	CN1C(=O)N(C2=CC3=C(C=C2)SN=C3CCBr)C(=O)C=C1C(F)(F)F
79047	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC1=CC2=C(C=C1)NC=C2/C=C/C(=O)O	CC1=CC2=C(C=C1)N(C(=O)OC(C)(C)C)C=C2/C=C/C(=O)O
79048	CC1CN(C(=O)C(F)(F)F)CCC2=C1C=C(Cl)C=C2	CC1CNCCC2=C1C=C(Cl)C=C2
79049	COC1=CC=C2C(=C1)N(CC1=CC=CC=C1)C1=CC=CC(OCC#N)=C21	COC1=CC=C2C(=C1)N(CC1=CC=CC=C1)C1=CC=CC(OCCN)=C21
79050	BrCCBr.CCCCCCCCC/C=C\C1=CC=C(O)C=C1	CCCCCCCCC/C=C\C1=CC=C(OCCBr)C=C1
79051	CCCCN(CCCC)C1=CC(OC)=C(C=CC2=C(C)C=C(CO)C(C)=C2)C=C1	CCCCN(CCCC)C1=CC(OC)=C(C=CC2=CC(C)=C(C=O)C=C2C)C=C1
79052	COC(=O)C/C=C/C1=CC=C(NC2=NC=CC=N2)C=C1	O=C(O)C/C=C/C1=CC=C(NC2=NC=CC=N2)C=C1
79053	CCOC(=O)C1=C(F)C=C(NC(=O)C2=CC(Br)=C3OC(C)(C)CC(C4=CC=C(C)C=C4)C3=C2)C=C1	CC1=CC=C(C2CC(C)(C)OC3=C(Br)C=C(C(=O)NC4=CC(F)=C(C(=O)O)C=C4)C=C32)C=C1
79054	BrBr.O=[N+]([O-])C1=C(O)C=CN=C1O	O=[N+]([O-])C1=C(O)N=CC(Br)=C1O
79055	N#CC1=C(F)C(F)=C(F)C(C#N)=C1F.OC1CCCCC1	N#CC1=C(F)C(C#N)=C(OC2CCCCC2)C(F)=C1F
79056	CCOC(=O)CC1=C(CC)OC(C2=CC=C(C(F)(F)F)C=C2)=N1	CCC1=C(CCO)N=C(C2=CC=C(C(F)(F)F)C=C2)O1
79057	CCOC(=O)C1=CC2=CC(OC(F)(F)F)=CC(N(C)S(=O)(=O)C3=CC=CS3)=C2N1	CN(C1=C2NC(C(=O)O)=CC2=CC(OC(F)(F)F)=C1)S(=O)(=O)C1=CC=CS1
79058	CCOC(=O)COC1=C(Cl)C=C(C2=NNC(=O)NC2C)C=C1.NCCN1CCOCC1	CC1NC(=O)NN=C1C1=CC(Cl)=C(OCC(=O)NCCN2CCOCC2)C=C1
79059	CCOC(=O)C=C(C)C=CC=C(C)CCC=C(C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CC=CC(C)=CC(=O)O
79060	CCNC.O=C(CCl)N1CCCC2=C1C=CC(Br)=C2	CCN(C)CC(=O)N1CCCC2=C1C=CC(Br)=C2
79061	ClCCCBr.NS(=O)(=O)C1=CC=C(O)C=C1	NS(=O)(=O)C1=CC=C(OCCCCl)C=C1
79062	CC1(C)OB(C2=CC3=C(C4=CC=NC=C4)C=CN=C3C=C2)OC1(C)C.NC1=C(S(=O)(=O)N2CCOCC2)C=C(Br)C=N1	NC1=C(S(=O)(=O)N2CCOCC2)C=C(C2=CC3=C(C4=CC=NC=C4)C=CN=C3C=C2)C=N1
79063	CC(C)=O.COC1=CC=C2C=C(C=O)C=CC2=C1	COC1=CC=C2C=C(C=CC(C)=O)C=CC2=C1
79064	CCCCNC.CS(=O)(=O)OCCC1=CC=C(NC2=NC=C3CC(C4=CC=CC(Br)=C4)C4=CC=CC=C4C3=N2)C=C1	CCCCN(C)CCC1=CC=C(NC2=NC=C3CC(C4=CC=CC(Br)=C4)C4=CC=CC=C4C3=N2)C=C1
79065	CC(C)OC(=O)C1=CC=C(CCN=[N+]=[N-])S1	CC(C)OC(=O)C1=CC=C(CCN)S1
79066	CCCC1=C(CC2=CC=C(C3=CC=CC=C3C#N)C=C2)C(=O)N([C@H]2CC[C@H](N(C)C3CCOCC3)CC2)C2=NC=NN21.O=C([O-])O.[NH3+]O	CCCC1=C(CC2=CC=C(C3=CC=CC=C3C3=NOC(=O)N3)C=C2)C(=O)N([C@H]2CC[C@H](N(C)C3CCOCC3)CC2)C2=NC=NN21
79067	CC(C)(C)OC(=O)N1CCC(C(=O)C2=CC=C(Cl)C=C2)CC1	CC(C)(C)OC(=O)N1CCC(C(O)C2=CC=C(Cl)C=C2)CC1
79068	CC1=NC(CN2N=C(C)C3=C([N+](=O)[O-])C=CC=C32)=CC=C1	CC1=NC(CN2N=C(C)C3=C(N)C=CC=C32)=CC=C1
79069	C1CSCCN1.COC1=C(OCCCCl)C=C2N=CNC(=O)C2=C1	COC1=C(OCCCN2CCSCC2)C=C2N=CNC(=O)C2=C1
79070	C1CCNC1.COC(=O)CC1=C(C)N=C(CC2=CC=C([N+](=O)[O-])C=C2)N=C1Cl	COC(=O)CC1=C(C)N=C(CC2=CC=C([N+](=O)[O-])C=C2)N=C1N1CCCC1
79071	CC(C)(CNC1=C([N+](=O)[O-])C=NC2=CC=CN=C21)NC(=O)OC(C)(C)C	CC(C)(CNC1=C(N)C=NC2=CC=CN=C21)NC(=O)OC(C)(C)C
79072	COC1=C(C(=O)OCC2CCN(C(=O)OC(C)(C)C)CC2)C=C(Cl)C(N)=C1	COC1=C(C(=O)OCC2CCNCC2)C=C(Cl)C(N)=C1
79073	CCOC(=O)C(CC)C(=O)OCC	CCOC(=O)C(CC)C(=O)O
79074	CC1=NOC(CN)=C1.O=C(O)C(O)C1=CC=C(C2=NOC(C3=C(C(F)(F)F)C(C4=CC=CC=C4)=NO3)=N2)C=C1	CC1=NOC(CNC(=O)C(O)C2=CC=C(C3=NOC(C4=C(C(F)(F)F)C(C5=CC=CC=C5)=NO4)=N3)C=C2)=C1
79075	CCCCCCCCCCCCCl.CN1CCNCC1	CCCCCCCCCCCCN1CCN(C)CC1
79076	O=C(O)CC1=CC=C(Br)C=C1.O=S(Cl)Cl	O=C(Cl)CC1=CC=C(Br)C=C1
79077	CCOC1=CC(F)=C(F)C(OCC2=CC=CC=C2)=C1	CCOC1=CC(O)=C(F)C(F)=C1
79078	CC(C)(C)OC(=O)N1CCC2=C(CC1)C(CSC1=NCCS1)=C(Cl)C=C2	ClC1=C(CSC2=NCCS2)C2=C(C=C1)CCNCC2
79079	CCCCCCC(CCO)C(F)(F)F.CC1=CC=C(S(=O)(=O)Cl)C=C1	CCCCCCC(CCOS(=O)(=O)C1=CC=C(C)C=C1)C(F)(F)F
79080	CSC1=CC=C(CC(=O)O)C=C1	CSC1=CC=C(CCO)C=C1
79081	CCCCC/C(=C\C=C\C(=O)OC)C1=CC=CC(F)=C1	CCCCC/C(=C\C=C\C(=O)O)C1=CC=CC(F)=C1
79082	CC1=C(O)C(C(C)(C)C)=CC(CC=CCC2=CC(C)=C(O)C(C(C)(C)C)=C2)=C1	CC1=C(O)C(C(C)(C)C)=CC(CCCCC2=CC(C)=C(O)C(C(C)(C)C)=C2)=C1
79083	CC(C)N.O=C(O)[C@@H]1C[C@H]1C1=CC=C(NCC2=CC(OC3=CC=CC=C3)=CC=C2)C=C1	CC(C)NC(=O)[C@@H]1C[C@H]1C1=CC=C(NCC2=CC(OC3=CC=CC=C3)=CC=C2)C=C1
79084	CNOC.O=C(O)C1=CC(Cl)=C(Cl)C=C1F	CON(C)C(=O)C1=CC(Cl)=C(Cl)C=C1F
79085	O=[N+]([O-])C1=CC=C(C2=CN3C(=N2)SC2=C3C=CC(OCCN3CCOCC3)=C2)C=C1	NC1=CC=C(C2=CN3C(=N2)SC2=C3C=CC(OCCN3CCOCC3)=C2)C=C1
79086	C1[NH2+]CC12COC2.CN1N=NC(C2=CC=CC=C2F)=C1C1=CN(C2=NC=C(C(=O)O)C=C2)C=N1	CN1N=NC(C2=CC=CC=C2F)=C1C1=CN(C2=NC=C(C(=O)N3CC4(COC4)C3)C=C2)C=N1
79087	CCCCBr.OC1(C2=CC=CC(F)=C2F)CCNC1	CCCCN1CCC(O)(C2=CC=CC(F)=C2F)C1
79088	CC1=CC=C(C2=CC=CC=C2C(=O)NC2=CC=C(C(=O)N(C)C3=CC=CC=C3CO)C=C2)C=C1	CC1=CC=C(C2=CC=CC=C2C(=O)NC2=CC=C(C(=O)N(C)C3=CC=CC=C3C=O)C=C2)C=C1
79089	FC1=CC=C(C2=CSC(C3CCNCC3)=N2)C=C1.O=C(NC1=NC=CN=C1)OCC(Cl)(Cl)Cl	O=C(NC1=NC=CN=C1)N1CCC(C2=NC(C3=CC=C(F)C=C3)=CS2)CC1
79090	CC(=O)O.CC1=CC(C)=C(CNC(=O)C2=C(C)C(N(C)C3CCNCC3)=CC(Br)=C2)C(=O)N1	CC(=O)N1CCC(N(C)C2=CC(Br)=CC(C(=O)NCC3=C(C)C=C(C)NC3=O)=C2C)CC1
79091	CC(C)(C)OC(=O)N[C@@H](COCC1=CC=CC=C1)C(=O)O.COC(=O)[C@@H](C)N	COC(=O)[C@@H](C)NC(=O)[C@H](COCC1=CC=CC=C1)NC(=O)OC(C)(C)C
79092	CCC1(N)CCCCN2C(=O)C=C(C3=NC=NC=C3)N=C21.COC1=CC(C(=O)O)=NC=C1	CCC1(NC(=O)C2=NC=CC(OC)=C2)CCCCN2C(=O)C=C(C3=NC=NC=C3)N=C21
79093	C[C@H]1CN(C2=CC=CC=N2)CCN1C(=O)OC(C)(C)C	C[C@H]1CN(C2=CC=CC=N2)CCN1
79094	CCC1=C(F)C=C(O)C(OC)=C1.N#CC1=CC(F)=C(F)C=C1	CCC1=CC(OC)=C(OC2=C(F)C=C(C#N)C=C2)C=C1F
79095	NC1=CC=CC=C1.O=C(O)COC1=CC=C(CCCCNC(=O)OCC2=CC=CC=C2)C=C1	O=C(COC1=CC=C(CCCCNC(=O)OCC2=CC=CC=C2)C=C1)NC1=CC=CC=C1
79096	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NCC1=CC(N)=NC=C1	CC(C)(C)OC(=O)NCC1=CC(N)=NC=C1
79097	CCOC(=O)CCCC1=CC2=C(C=C1)C=NN2C1=CC=C(F)C=C1	O=C(O)CCCC1=CC2=C(C=C1)C=NN2C1=CC=C(F)C=C1
79098	CC(=O)Cl.CC(C)(C)[Si](C)(C)OC1CC2=NOCC2C(O[Si](C)(C)C(C)(C)C)C1O	CC(=O)OC1C(O[Si](C)(C)C(C)(C)C)CC2=NOCC2C1O[Si](C)(C)C(C)(C)C
79099	ClC1=CC=C(CBr)C=C1.OC1CCNCC1	OC1CCN(CC2=CC=C(Cl)C=C2)CC1
79100	C#CC(C)(C)C1=CC=CC(C(=O)OC)=C1	C#CC(C)(C)C1=CC=CC(C(=O)O)=C1
79101	CC(=O)O.CC12CCC(C(O)C1)C(C)(C)N2	CC(=O)OC1CC2(C)CCC1C(C)(C)N2
79102	CCOC(=O)C1=CN=CN=C1SCC	CCSC1=NC=NC=C1C(=O)O
79103	NC1=C(C2=NC3=CC=CC=C3S2)C(C2=CC=C([N+](=O)[O-])C=C2)=NN1	NC1=CC=C(C2=NNC(N)=C2C2=NC3=CC=CC=C3S2)C=C1
79104	CCN1C=C(C)C(C(=O)O)=C1.NC1=CC(OC2=CN3N=C(NC(=O)C4CC4)N=C3C=C2)=CC=C1	CCN1C=C(C)C(C(=O)NC2=CC(OC3=CN4N=C(NC(=O)C5CC5)N=C4C=C3)=CC=C2)=C1
79105	C1CNC1.FC1=NC=C(Br)C=C1	BrC1=CN=C(N2CCC2)C=C1
79106	CCOC(=O)CC1=C(NC(C)=O)C=CC(C(=O)OC)=C1	COC(=O)C1=CC(CC(=O)O)=C(NC(C)=O)C=C1
79107	CCOC(=O)C1=CC=C(C2=C(OC(F)(F)F)C=CC(NC(=O)[C@@H]3CCN3C(=O)OC(C)(C)C)=C2)C=C1	CC(C)(C)OC(=O)N1CC[C@H]1C(=O)NC1=CC(C2=CC=C(C(=O)O)C=C2)=C(OC(F)(F)F)C=C1
79108	CCC(C)O.N#CC1=C(F)C(F)=C(F)C(C#N)=C1F	CCC(C)OC1=C(C#N)C(F)=C(C#N)C(F)=C1F
79109	BrBr.CCOC(=O)C1=NC(C)=C(C2=CC=C(OC)C=C2)S1	CCOC(=O)C1=NC(C)=C(C2=CC(Br)=C(OC)C=C2)S1
79110	CCCCCCO.COC1=CC2=NC=NC(OC3=CC=C(N)C=C3)=C2C=C1OC.O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl	CCCCCCOC(=O)NC1=CC=C(OC2=C3C=C(OC)C(OC)=CC3=NC=N2)C=C1
79111	COCCN.ClC1=CC(Cl)=NC=N1	COCCNC1=NC=NC(Cl)=C1
79112	CC(C)(C)[Si](C)(C)OS(=O)(=O)C(F)(F)F.C[C@@H](C(=O)N1C(=O)OC[C@H]1CC1=CC=CC=C1)[C@@H](O)[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C	C[C@@H](C(=O)N1C(=O)OC[C@H]1CC1=CC=CC=C1)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C
79113	C=CCN(CC=C)CC(=O)C1=CC=CC(Br)=C1.NO	C=CCN(CC=C)CC(=NO)C1=CC=CC(Br)=C1
79114	CS(=O)(=O)Cl.C[C@@H](CO)COC1=CC=C(C2=NN=C(Cl)C=C2)C=C1	C[C@H](COC1=CC=C(C2=NN=C(Cl)C=C2)C=C1)COS(C)(=O)=O
79115	C=O.C1=CN=CC(N2CCC3(CCCN3)C2)=C1	CN1CCCC12CCN(C1=CC=CN=C1)C2
79116	CC1=C([N+](=O)[O-])C=C(Br)C=N1	CC1=C(N)C=C(Br)C=N1
79117	CC(C)(C)OC(=O)N1CCC(C2=CSC=N2)CC1	C1=NC(C2CCNCC2)=CS1
79118	NC(=O)C1=C(NC(=O)NCCCN2CCOCC2)SN=C1C1=CC=C([N+](=O)[O-])C=C1	NC(=O)C1=C(NC(=O)NCCCN2CCOCC2)SN=C1C1=CC=C(N)C=C1
79119	COCC1(C(=O)N2CCC3=C(C=C(C(F)(F)F)C=N3)C2)CCN(CC2=CC3=C(C=C2)OC(=O)N3C)C1	CN1C(=O)OC2=C1C=C(CN1CCC(CO)(C(=O)N3CCC4=C(C=C(C(F)(F)F)C=N4)C3)C1)C=C2
79120	BrCC1=CC=CC=C1.CC(C)(C)OC(=O)N1CC(=O)C[C@H]1C(=O)O	CC(C)(C)OC(=O)N1CC(=O)C[C@H]1C(=O)OCC1=CC=CC=C1
79121	CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.NC1=CC=C(N2N=C(C(F)(F)F)C=C2C(F)(F)F)C=C1	CC(C)(C)OC(=O)N1CCC(C(=O)NC2=CC=C(N3N=C(C(F)(F)F)C=C3C(F)(F)F)C=C2)CC1
79122	COC(=O)C1=CC2=C(C=C1)N(C1CCCCC1)C(C1=CC3=CC=C(C4=C(C5=CC=C(Cl)C=C5)C=CC(O)=C4)N=C3C=C1)=N2.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F	COC(=O)C1=CC2=C(C=C1)N(C1CCCCC1)C(C1=CC3=CC=C(C4=C(C5=CC=C(Cl)C=C5)C=CC(OS(=O)(=O)C(F)(F)F)=C4)N=C3C=C1)=N2
79123	CC(N)CO.O=C(Cl)OCC1=CC=CC=C1	CC(CO)NC(=O)OCC1=CC=CC=C1
79124	O=[N+]([O-])C1=CC=C(OCCN2C=CN=C2)C=C1	NC1=CC=C(OCCN2C=CN=C2)C=C1
79125	O=[N+]([O-])C1=CC=C(S(=O)(=O)C2CCCC2)C=C1	NC1=CC=C(S(=O)(=O)C2CCCC2)C=C1
79126	COC(=O)CBr.OC1=C2OCCN(CCCNCC3=CC4=CC=CC=C4C=C3)C2=CC=C1	COC(=O)COC1=C2OCCN(CCCNCC3=CC4=CC=CC=C4C=C3)C2=CC=C1
79127	COC(=O)C1=CC2=C(OCC1)C([N+](=O)[O-])=CC(Cl)=C2	COC(=O)C1=CC2=CC(Cl)=CC(N)=C2OCC1
79128	CC(=O)NC1=CC=CC(CO)=C1	CC(=O)NC1=CC=CC(C=O)=C1
79129	CC(CN)CC(F)(F)F.COC(=O)C1=CC(OC)=C(CC2=CN(C)C3=C2C=C(C(=O)O)C=C3)C=C1	COC(=O)C1=CC(OC)=C(CC2=CN(C)C3=C2C=C(C(=O)NCC(C)CC(F)(F)F)C=C3)C=C1
79130	CCOC(=O)C(C=C(Cl)Cl)C(C)C	CC(C)C(C=C(Cl)Cl)C(=O)O
79131	CO.O=C(O)C1=CC=C(Br)C2=CC=CC=C12	COC(=O)C1=CC=C(Br)C2=CC=CC=C12
79132	CC(C)C1=NC(C2=CC(NS(=O)(=O)C3=C(F)C=CC(F)=C3)=C(F)C=C2)=C(C2=NC(Cl)=NC=C2)S1.CN	CNC1=NC=CC(C2=C(C3=CC(NS(=O)(=O)C4=C(F)C=CC(F)=C4)=C(F)C=C3)N=C(C(C)C)S2)=N1
79133	C=CCC1(C2=CCN(C)CC2)C2=CC=CC=C2CCC2=CC=CC=C21	CCCC1(C2=CCN(C)CC2)C2=CC=CC=C2CCC2=CC=CC=C21
79134	CC(C)(C)OC(=O)C1=C(NC(=O)C2=NC=CC(C3=CC=CC=C3)=C2)C=C(C2=CC=CC=C2)C=C1	O=C(O)C1=C(NC(=O)C2=NC=CC(C3=CC=CC=C3)=C2)C=C(C2=CC=CC=C2)C=C1
79135	CC(C)(C)OC(=O)N1CCC(N)CC1.O=C(O)C1=CN=C(OC2CCN(C3=CC=C(C(F)(F)F)C=C3)CC2)C=N1	CC(C)(C)OC(=O)N1CCC(NC(=O)C2=CN=C(OC3CCN(C4=CC=C(C(F)(F)F)C=C4)CC3)C=N2)CC1
79136	COCCN1N=C2C(N)=NC3=CC=CC=C3C2=C1CC(C)(C)NS(C)(=O)=O	CC(C)(CC1=C2C3=CC=CC=C3N=C(N)C2=NN1CCO)NS(C)(=O)=O
79137	COC1=C(F)C=C(SC2=C(N)N=CN=C2N[C@@H](C)C2=NN3C=CC(C)=C3C(=O)N2C2=CC=CC=C2)C=C1	CC1=C2C(=O)N(C3=CC=CC=C3)C([C@H](C)NC3=NC=NC(N)=C3SC3=CC(F)=C(O)C=C3)=NN2C=C1
79138	O=[N+]([O-])C1=C(O)C=C(F)C=C1	NC1=C(O)C=C(F)C=C1
79139	CC1(C(N)=O)CCNCC1.ClCC1=CC=CC=C1	CC1(C(N)=O)CCN(CC2=CC=CC=C2)CC1
79140	CC(C)N.CC(C)NC1=CC=CN=C1N1CCN(C(=O)C2=NC=C(C(=O)O)C=C2)CC1	CC(C)NC(=O)C1=CN=C(C(=O)N2CCN(C3=NC=CC=C3NC(C)C)CC2)C=C1
79141	CCOC(=O)C1(F)CCC2(CC1)OCCO2	OCC1(F)CCC2(CC1)OCCO2
79142	COC1=CC=CC(OC)=C1CCC(F)(F)F	OC1=CC=CC(O)=C1CCC(F)(F)F
79143	CO.CC1=C(C(=O)O)C=C(F)C=C1	COC(=O)C1=C(C)C=CC(F)=C1
79144	ClCCCN1CCCC1.OC1=CC=C(N2N=C(C(F)(F)F)C=C2C=CC2=CC=CC=C2)C=C1	FC(F)(F)C1=NN(C2=CC=C(OCCCN3CCCC3)C=C2)C(C=CC2=CC=CC=C2)=C1
79145	CCOC(=O)C1=CN=C(NC(=O)OC(C)(C)C)S1	CC(C)(C)OC(=O)NC1=NC=C(C(=O)O)S1
79146	CCOC(=O)C1=CC=CC(NC(=O)N2CCC3=C(C=NC4=C3C=NN4CC3=CC=C(OC)C=C3)C2)=C1	COC1=CC=C(CN2N=CC3=C2N=CC2=C3CCN(C(=O)NC3=CC(C(=O)O)=CC=C3)C2)C=C1
79147	OCCCOCC1=CC=CC=C1	O=CCCOCC1=CC=CC=C1
79148	CC(C)(C)OC(=O)N1CCC(CCOC2=CC3=NC=CC(OC4=CC(Cl)=C(NC(=O)NC5CC5)C=C4)=C3C=C2C#N)CC1	N#CC1=CC2=C(OC3=CC(Cl)=C(NC(=O)NC4CC4)C=C3)C=CN=C2C=C1OCCC1CCNCC1
79149	N[C@@H]1CN2CCC1CC2.O=C(O)C1=C2N=C(C3=CC4=C(C=C3)OCO4)OC2=CC=C1	O=C(N[C@@H]1CN2CCC1CC2)C1=C2N=C(C3=CC4=C(C=C3)OCO4)OC2=CC=C1
79150	O=C(Cl)OCC1=CC=CC=C1.O=C1CCNCC1	O=C1CCN(C(=O)OCC2=CC=CC=C2)CC1
79151	CCOC(=O)C1=C(NC2=CC=CC=C2)OC(C2=C(F)C=CC=C2F)=N1	O=C(O)C1=C(NC2=CC=CC=C2)OC(C2=C(F)C=CC=C2F)=N1
79152	CSC1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(OCCNC(N)=O)C=C2)C=C1.O=C(OO)C1=CC=CC(Cl)=C1	CS(=O)C1=CC=C(N2N=C(C(F)(F)F)C=C2C2=CC=C(OCCNC(N)=O)C=C2)C=C1
79153	CCCCC1=NC=C2C(CC(=O)OC(C)(C)C)=CCC(C3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)N21	CCCCC1=NC=C2C(CC(=O)O)=CCC(C3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)N21
79154	CC1=C(C(=O)O)SC2=NC=NC(NC3=CC=CN=C3OC3CCOCC3)=C21.NCCN1CCCC1	CC1=C(C(=O)NCCN2CCCC2)SC2=NC=NC(NC3=CC=CN=C3OC3CCOCC3)=C21
79155	CNC1CC2CN(C(=O)OC(C)(C)C)CC2C1.ClC1=NC(Cl)=C(Cl)C=N1	CN(C1=C(Cl)C=NC(Cl)=N1)C1CC2CN(C(=O)OC(C)(C)C)CC2C1
