cid	smiles	desc
42277	CC(=O)NC1=CC=C(SC2=C(N)C=C(C)C=C2)C=C1	CC(=O)NC1=CC=C(SC2=C([N+](=O)[O-])C=C(C)C=C2)C=C1.[Cl][Sn][Cl]
42278	COC(=O)C(CC1=CC=C(OCCBr)C=C1)NC(C)=CC(=O)C1=CC=CN=C1	BrCCBr.COC(=O)C(CC1=CC=C(O)C=C1)NC(C)=CC(=O)C1=CC=CN=C1.CCO.[K+].[OH-]
42279	NC1=NC(C2=CC=CO2)=C(C2=CNC(=O)C=C2)S1	COC1=NC=C(C2=C(C3=CC=CO3)N=C(N)S2)C=C1.Br.CC(=O)O.[Na+].[OH-]
42280	COC(=O)C1=CC2=C(C=C1)OC(C)(COC1=CC=C(N)C=C1)CC2=O	COC(=O)C1=CC2=C(C=C1)OC(C)(COC1=CC=C([N+](=O)[O-])C=C1)CC2=O.CO.[Pd].C1=CC=CC=C1
42281	O=C(O)C1=COC(C2=CC=C(CN3C=CC4=CC=CC=C43)C=C2)=N1	COC(=O)C1=COC(C2=CC=C(CN3C=CC4=CC=CC=C43)C=C2)=N1.C1CCOC1.CO.[Na+].[OH-]
42282	O=C(O)C1=CN=C(N2CCN(CC3=CC4=C(N=C3)N3CCC[C@H]3C(=O)N4)CC2)C=C1	CCOC(=O)C1=CN=C(N2CCN(CC3=CC4=C(N=C3)N3CCC[C@H]3C(=O)N4)CC2)C=C1.C1COCCO1.[Li+].[OH-]
42283	CC1=CC=C(S(=O)(=O)NC(=N)NCCC[C@H](NC(=O)CNC(=O)OC(C)(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)OCC2=CC=CC=C2Cl)C(=O)OCC2=CC=CC=C2)C=C1	CC(C)(C)OC(=O)NCC(=O)O.CC1=CC=C(S(=O)(=O)NC(=N)NCCC[C@H](N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCNC(=O)OCC2=CC=CC=C2Cl)C(=O)OCC2=CC=CC=C2)C=C1.C(=NC1CCCCC1)=NC1CCCCC1.C1CCOC1.CO.Cl.ClC(Cl)Cl.ON1N=NC2=CC=CC=C21
42284	CC(C)CCCC(C)CCCC(C)CCCC(C)CCP(=O)(O)O	CCOP(=O)(CCC(C)CCCC(C)CCCC(C)CCCC(C)C)OCC.C[Si](C)(C)Br.ClCCl
42285	N#CC1=CC(N2N=CC(C(=O)O)=C2C#N)=CC=C1	CCOC(=O)C1=C(C#N)N(C2=CC=CC(C#N)=C2)N=C1.CCO.Cl.O.[K+].[OH-]
42286	CCN(CC)CC(O)COC1=CC=C(N)C=C1	CCN(CC)CC(O)COC1=CC=C([N+](=O)[O-])C=C1.CCO.NN.O.[Ni]
42287	COC1=C(C#N)C=NC(OCCCC2CCN(C)CC2)=C1	CN1CCC(CCCOC2=CC(Cl)=C(C#N)C=N2)CC1.CO.C[O-].[Na+]
42288	CCCCCCCCCCCCC(=O)OC1=C(Cl)C=C(Cl)C(Cl)=C1	CCCCCCCCCCCCC(=O)O.OC1=CC(Cl)=C(Cl)C=C1Cl.ClCCl
42289	CC(C)(C)[Si](OCCN1CCN(CC[C@H](CSC2=CC=CC=C2)NC2=C(S(=O)(=O)C(F)(F)F)C=C(S(N)(=O)=O)C=C2)CC1)(C1=CC=CC=C1)C1=CC=CC=C1	CC(C)(C)[Si](OCCN1CCN(C(=O)C[C@H](CSC2=CC=CC=C2)NC2=C(S(=O)(=O)C(F)(F)F)C=C(S(N)(=O)=O)C=C2)CC1)(C1=CC=CC=C1)C1=CC=CC=C1.B.C1CCOC1.C1CCOC1.CO.N
42290	CCN(CC)C/C=C\C1=C(S(=O)(=O)NC2=CC=C3C4=C(COC3=C2C(=O)O)OC=C4)C=CC(F)=C1	CCN(CC)C/C=C\C1=C(S(=O)(=O)NC2=CC=C3C4=C(COC3=C2C(=O)OC)OC=C4)C=CC(F)=C1.C1COCCO1.O.O.O=CO.[Li+].[OH-]
42291	COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)CCN3C2CCCC2)C=CC(C(=O)N[C@H]2CC[C@H](N3CCN(CC4CC4)CC3)CC2)=C1	CN1C(=O)CCN(C2CCCC2)C2=C1C=NC(Cl)=N2.COC1=C(N)C=CC(C(=O)N[C@H]2CC[C@H](N3CCN(CC4CC4)CC3)CC2)=C1.O=C(O)C(F)(F)F
42292	CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(NC(=O)C(C)(O)C(F)(F)F)C=C1	CC(O)(C(=O)O)C(F)(F)F.CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(N)C=C1.CC(=O)N(C)C.O.O=S(Cl)Cl
42293	CC1=C(C(=O)N2CCCC2)C=CC(C(=O)N[C@@H](CCS(C)=O)C2=NC3=C(C=CC(Cl)=C3)N2)=C1	CSCC[C@H](NC(=O)C1=CC(C)=C(C(=O)N2CCCC2)C=C1)C1=NC2=C(C=CC(Cl)=C2)N1.O=C(OO)C1=CC=CC(Cl)=C1.CCO.ClCCl.ClCCl.ClCl
42294	COC1=CC=C(OC(=O)C2=CC=CC=C2)C=C1	COC1=CC=C(O)C=C1.O=C(Cl)C1=CC=CC=C1.CCN(CC)CC.ClC(Cl)Cl.ClCCl.O
42295	COC1=NC(Cl)=NC(NC2=CC=C(O)C=C2)=N1	COC1=NC(Cl)=NC(Cl)=N1.NC1=CC=C(O)C=C1.CC(C)=O.O=C([O-])[O-].[Na+].[Na+]
42296	CC(=O)NC1=CC=CC=C1CC1=CC=C(N)C=C1	CC(=O)NC1=CC=CC=C1CC1=CC=C([N+](=O)[O-])C=C1.CCOC(C)=O.[Pd]
42297	CC1=CSC2=C1C=C(C#N)C=C2	CC1=CSC2=C1C=C(Br)C=C2.N#[C][Cu].CN1CCCC1=O
42298	CCC1(C)CC2=C(C1)C(C)=C(C=CC(C)=O)C(C)=C2C	CC(C)=O.CCC1(C)CC2=C(C1)C(C)=C(C=O)C(C)=C2C.Cl.O.[Na+].[OH-]
42299	O=C(O)C1=CC2=C(C=CC(F)=C2Cl)N1	CCOC(=O)C1=CC2=C(C=CC(F)=C2Cl)N1.CCO.[Na+].[OH-]
42300	CCC(=O)N1CCC(OC2=CC=C(N3C(=S)N(C4=CC(C(F)(F)F)=C(C#N)N=C4)C(=O)C34CCC4)C=C2)CC1	CCC(=O)Cl.N#CC1=C(C(F)(F)F)C=C(N2C(=O)C3(CCC3)N(C3=CC=C(OC4CCNCC4)C=C3)C2=S)C=N1.C1CCOC1.CCN(CC)CC.CO
42301	COC1=CC=C(C2=CC=CC(OCC(O)CN3CCC4=CC=CC=C4C3)=C2)C=C1	CC1(C)OB(C2=CC=CC(OCC(O)CN3CCC4=CC=CC=C4C3)=C2)OC1(C)C.COC1=CC=C(Br)C=C1.C1COCCO1.[Cl][Pd][Cl].O=C([O-])[O-].[Fe+2].[K+].[K+].C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)[C-]2C=CC=C2)C=C1
42302	COC(=O)C1=CC2=C(C=CC(OCC3=CC=C(F)C=C3)=C2)CCC1	COC(=O)C1=CC2=C(C=CC(O)=C2)CCC1.FC1=CC=C(CBr)C=C1.CN(C)C=O.O=C([O-])[O-].[K+].[K+]
42303	CC(O)C1=CC=C(C2=CC=C(C(=O)OCC3=CC=CC=C3)C=C2)C=C1	CC(=O)C1=CC=C(C2=CC=C(C(=O)OCC3=CC=CC=C3)C=C2)C=C1.C1CCOC1.CCO.[BH4-].[Na+]
42304	CCN(CCNC(=O)C1=C2N=C3C=CC(Br)=CC3=NC2=CC=C1)CCOC1=CC=CN=C1F	CCN(CCN)CCOC1=CC=CN=C1F.O=C(O)C1=C2N=C3C=CC(Br)=CC3=NC2=CC=C1.ClCCl.O=S(Cl)Cl
42305	BrCCCOC1=CC2=C(C=C1)C=NN2	BrCCCBr.OC1=CC2=C(C=C1)C=NN2.CCO.O=C([O-])[O-].[K+].[K+]
42306	NC1=CC(C2=CC(C3=C(Cl)C=CC=C3Cl)=NN2)=CC=C1	O=[N+]([O-])C1=CC=CC(C2=CC(C3=C(Cl)C=CC=C3Cl)=NN2)=C1.CCO.[Cl-].[Fe].[NH4+]
42307	CCC1=C(OC)N=C(OC)N=C1C(=O)C1=CC(C)=CC(C=O)=C1	CCC1=C(OC)N=C(OC)N=C1C(=O)C1=CC(C)=CC(CO)=C1.ClCCl.[Mn+4].[O-2].[O-2]
42308	CCCCCCC(=O)OCN1C(=O)N(CCCCl)C2=CC=CC=C21	CCCCCCC(=O)Cl.O=C1N(CO)C2=CC=CC=C2N1CCCCl.ClCCl.C1=CC=NC=C1
42309	CC(C)(COS(C)(=O)=O)C1CCN(CC#CC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC1	CC(C)(CO)C1CCN(CC#CC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC1.CS(=O)(=O)Cl.C1CCOC1.CCN(CC)CC
42310	CC(C)(C)OC(=O)NC1CCCN(C2=C([N+](=O)[O-])C=C(C(=O)C3=CC=CC=C3)C=C2)C1	CC(C)(C)OC(=O)NC1CCCNC1.O=C(C1=CC=CC=C1)C1=CC([N+](=O)[O-])=C(Cl)C=C1.CN1CCCC1=O
42311	COC1=CC(C2=CC=CC=C2F)=C(Cl)C=C1	COC1=CC(Br)=C(Cl)C=C1.OB(O)C1=CC=CC=C1F.C1COCCO1.O.O=C(/C=C/C1=CC=CC=C1)/C=C/C1=CC=CC=C1.O=C(/C=C/C1=CC=CC=C1)/C=C/C1=CC=CC=C1.O=C(/C=C/C1=CC=CC=C1)/C=C/C1=CC=CC=C1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]
42312	CC(C)(C)OC(=O)N1CCC(=O)CC1	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C1CCNCC1.Cl.O.O.O=C([O-])[O-].[Na+].[Na+]
42313	CN1C(=O)N(C2=NC=CC=N2)CC1C(=O)NCC1=C(Cl)C=C(Cl)C=C1	CN1C(=O)N(C2=NC=CC=N2)CC1C(=O)O.NCC1=C(Cl)C=C(Cl)C=C1.CCN1CCOCC1.CCN=C=NCCCN(C)C.Cl.ClCCl.O.O=C(O)C(F)(F)F.ON1N=NC2=CC=CC=C21
42314	NC1=C2N=C(N3CCN(C(=O)OCC4=CC=CC=C4)CC3)OC2=CC=C1	O=C(OCC1=CC=CC=C1)N1CCN(C2=NC3=C([N+](=O)[O-])C=CC=C3O2)CC1.CCO.CO.Cl.ClCCl.[Cl][Sn][Cl].[Na+].[OH-]
42315	COC1=CC2=C(C=C1)NC=C2C1CCN(C2=NN3C(=NN=C3C(F)(F)F)C=C2)CC1	COC1=CC2=C(C=C1)NC=C2C1CCNCC1.FC(F)(F)C1=NN=C2C=CC(Cl)=NN21.CCN(C(C)C)C(C)C.CN(C)C=O
42316	COC1=CC(C2(CN)CCOCC2)=CC=C1	COC1=CC(C2(C#N)CCOCC2)=CC=C1.CCOCC.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]
42317	CC(C)(C)OC(=O)N1CCC(CCOC2=CC=CC=C2)CC1	CC(C)(C)OC(=O)N1CCC(CCI)CC1.OC1=CC=CC=C1.CN(C)C=O.O=C([O-])[O-].[K+].[K+].[Na+].[OH-]
42318	O=[N+]([O-])C1=CC=CC=C1B(O)O	O=[N+]([O-])O.OB(O)C1=CC=CC=C1.CC(=O)OC(C)=O.CCO.ClCCl
42319	CC[C@@H](C)OC1=C(C#N)C=C(C=O)C=C1	CC[C@@H](C)O.N#CC1=C(F)C=CC(C=O)=C1.CN(C)C=O.[H-].[Na+]
42320	CC(C)OC1=C(Br)C=C(N)C=C1	CC(C)OC1=C(Br)C=C([N+](=O)[O-])C=C1.CCOC(C)=O.[O]=[Pt]
42321	CC1=CC(C2=CC=NC=C2)=C(CNC(=O)C2=C3C=NN(C(C)C)C3=CC(Br)=C2)C(=O)N1	CC(C)N1N=CC2=C(C(=O)O)C=C(Br)C=C21.CC1=CC(C2=CC=NC=C2)=C(CN)C(=O)N1.CN1CCOCC1.CS(C)=O.ClCCCl.ON1N=NC2=CC=CN=C21
42322	CC1(C)COC2=C1C=C(CC(NC(=O)C1=CC=CC3=C1C=CCCC3)C(O)C1=CC=CC(Cl)=C1)C=C2	CC1(C)COC2=C1C=C(CC(N)C(O)C1=CC=CC(Cl)=C1)C=C2.O=C(O)C1=CC=CC2=C1C=CCCC2.CCN=C=NCCCN(C)C.CCOC(C)=O.CN(C)C=O.Cl.O.ON1N=NC2=CC=CC=C21
42323	CC(C)(C)OC(=O)NCCCCNS(C)(=O)=O	CC(C)(C)OC(=O)NCCCCN.CS(=O)(=O)Cl.CC(=O)O.CCN(CC)CC
42324	CN(CCO)[C@H]1CC[C@H](OC(=O)C(O)(C2=CC=CS2)C2=CC=CS2)CC1	CN[C@H]1CC[C@H](OC(=O)C(O)(C2=CC=CS2)C2=CC=CS2)CC1.OCCBr.C1CCOC1.CC#N.CC(O)Br.CCN(CC)CC
42325	NC1=C(F)C(C(=O)NC2=C(Br)C=C(C(F)(C(F)(F)F)C(F)(F)F)C=C2C(F)(F)F)=CC=C1	O=C(NC1=C(Br)C=C(C(F)(C(F)(F)F)C(F)(F)F)C=C1C(F)(F)F)C1=C(F)C([N+](=O)[O-])=CC=C1.CCO.Cl.[Na+].[OH-]
42326	CN(C1=C(C(=O)N2CCOCC2)C=CC(N)=C1)S(C)(=O)=O	CN(C1=C(C(=O)N2CCOCC2)C=CC([N+](=O)[O-])=C1)S(C)(=O)=O.C1CCOC1.CO.[Cl-].[NH4+].[Zn]
42327	CCC(CC)(C1=CC(C)=C(CCC(O)C(C)(C)C)C=C1)C1=CC(C)=C(C2=CC=C(CC(=O)O)C=C2)C=C1	CCC(CC)(C1=CC(C)=C(CCC(O)C(C)(C)C)C=C1)C1=CC(C)=C(C2=CC=C(CC(=O)OC)C=C2)C=C1.CO.Cl.[Na+].[OH-]
42328	CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C[C@H](O)[C@H](CC1=CC=C(OS(=O)(=O)C(F)(F)F)C=C1)NC(=O)OCC1=CC=CC=C1	CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C[C@H](O)[C@H](CC1=CC=C(O)C=C1)NC(=O)OCC1=CC=CC=C1.O=S(=O)(N(C1=CC=CC=C1)S(=O)(=O)C(F)(F)F)C(F)(F)F.CN(C)C1=CC=NC=C1.ClCCl
42329	COC(=O)/C(=C\C1=CC=C(CBr)C=C1)C1=CC=CC=C1	COC(=O)/C(=C\C1=CC=C(C)C=C1)C1=CC=CC=C1.O=C1CCC(=O)N1Br.CC(C)(C#N)N=NC(C)(C)C#N.CCOCC.ClC(Cl)(Cl)Cl
42330	OCCOCCOC1=CC=C(C(C2=CC=CC=C2)=C(CCCl)C2=CC=CC=C2)C=C1	CCOC(=O)COCCOC1=CC=C(C(C2=CC=CC=C2)=C(CCCl)C2=CC=CC=C2)C=C1.C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]
42331	CC1=CC=C(C(=O)NC2=CC=C(SC3=NC(NC4=CC(C)=NN4)=CC(N4CCC4)=N3)C=C2)C=C1	CC1=NNC(NC2=CC(N3CCC3)=NC(SC3=CC=C(N)C=C3)=N2)=C1.CC1=CC=C(C(=O)Cl)C=C1.C1=CC=NC=C1
42332	CCOC(=O)CC[C@@H](CCCCNC1=NC(C2=CC=CC=C2)=C(C2=CC=CC=C2)C=N1)NC(=O)OC(C)(C)C	CCOC(=O)CC[C@@H](CCCCN)NC(=O)OC(C)(C)C.ClC1=NC(C2=CC=CC=C2)=C(C2=CC=CC=C2)C=N1.CN(C)C=O.O=C([O-])[O-].[Cs+].[Cs+]
42333	CCCCOCCOC1=CC=C(C2=CC3=C(C=C2)N(C(=O)C(F)(F)F)CCC(C(=O)NC2=CC=C(C(O)C4=C(C)C=CC=[N+]4[O-])C=C2)=C3)C=C1	CCCCOCCOC1=CC=C(C2=CC3=C(C=C2)N(C(=O)C(F)(F)F)CCC(C(=O)NC2=CC=C(C(O)C4=NC=CC=C4C)C=C2)=C3)C=C1.O=C(OO)C1=CC=CC(Cl)=C1.ClCCl.O=S([O-])([O-])=S.[Na+].[Na+]
42334	NC1=C(NC2CCN(CC3=CC=CC=C3)CC2)C=CC(F)=C1	NC1=C(N)C=C(F)C=C1.O=C1CCN(CC2=CC=CC=C2)CC1.C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]
42335	CC1=C(CC2=C(S(=O)(=O)C3=CC=CC=C3)C=CN=C2)C2=C(C=CC(F)=C2)N1CC(=O)O	COC(=O)CN1C(C)=C(CC2=C(S(=O)(=O)C3=CC=CC=C3)C=CN=C2)C2=C1C=CC(F)=C2.C1CCOC1.Cl.[Na+].[OH-]
42336	CCNC1=NC(N)=NC(N)=N1	CCN.NC1=NC(N)=NC(Cl)=N1.C1COCCO1.O.[Na+].[OH-]
42337	O=C(O)C1=CC(C2=CC=C([N+](=O)[O-])C=C2)=NO1	CCOC(=O)C1=CC(C2=CC=C([N+](=O)[O-])C=C2)=NO1.C1CCOC1.Cl.[Na+].[OH-]
42338	CC(Br)CCOC1=CC=CN=C1	CC(Br)CCBr.OC1=CC=CN=C1.CN(C)C=O.O.[H-].[Na+]
42339	O=C(O)C1=CC=C(C2=CC=C(OCCCCOC3=CC=CC=C3)C=C2)C=C1	BrCCCCOC1=CC=CC=C1.O=C(O)C1=CC=C(C2=CC=C(O)C=C2)C=C1.CS(C)=O.O.[Na+].[OH-]
42340	CC1=C(Cl)C=CC=C1S(=O)(=O)NC1=C(F)C(NC2=NC=CC=C2C2=C3N=CN(C4CCCCO4)C3=NC=N2)=C(F)C=C1	CC1=C(Cl)C=CC=C1S(=O)(=O)Cl.NC1=C(F)C(NC2=NC=CC=C2C2=C3N=CN(C4CCCCO4)C3=NC=N2)=C(F)C=C1.ClCCl.C1=CC=NC=C1
42341	CCCC(OC1=C(C)C=C(N2C=C(C(F)(F)F)C=N2)C=C1)C1=CC=C(C(=O)O)C=C1	CCCC(OC1=C(C)C=C(N2C=C(C(F)(F)F)C=N2)C=C1)C1=CC=C(C(=O)OCC)C=C1.C1CCOC1.CO.O.[Li]
42342	CC(=O)C1=NC=CC2=C1C=CN2S(=O)(=O)C1=CC=C(C)C=C1	CC(=O)C1=NC=CC2=C1C=CN2.CC1=CC=C(S(=O)(=O)Cl)C=C1.C1CCOC1.O.[H-].[Na+]
42343	CCCCCCCNC1=NC(NCC2=CC=CC=C2)=C2NN=C(C(C)C)C2=N1	CC(C)C1=NNC2=C(NCC3=CC=CC=C3)N=C(Cl)N=C12.CCCCCCCN.CCCCCO
42344	CN(CC1=C2C(NC3=CC4=C(C=C3)N(CC3=CC=CC(F)=C3)N=C4)=NC=NN2C=C1)C1CCNCC1	CN(CC1=C2C(NC3=CC4=C(C=C3)N(CC3=CC=CC(F)=C3)N=C4)=NC=NN2C=C1)C1CCN(C(=O)OC(C)(C)C)CC1.CC(C)(C)OC(=O)N1CCC(NCC2=C3C(NC4=CC5=C(C=C4)N(CC4=CC=CC(F)=C4)N=C5)=NC=NN3C=C2)CC1.O=C(O)C(F)(F)F
42345	CS(=O)C1=CC=C(OC2=CN=C(N)C=C2)C=C1	CS(=O)C1=CC=C(OC2=CN=C([N+](=O)[O-])C=C2)C=C1.CCO.CCOC(C)=O.[Pd]
42346	CC1=CC(C)C(C)=C1C1=CC=CC=C1NC(=O)C(C)(C)C	CC(C)(C)C(=O)Cl.CC1=CC(C)C(C)=C1C1=CC=CC=C1N.CCN(CC)CC
42347	CC1(C)CN(C2=CC=C(F)C=C2)CCN1CC1=CC=CC=C1	CC1(C)CNCCN1CC1=CC=CC=C1.FC1=CC=C(Br)C=C1.C1COCCO1.CC(C)(C)[O-].[Na+].C1=CC=C(P(C2=CC=CC=C2)C2=C(C3=C(P(C4=CC=CC=C4)C4=CC=CC=C4)C=CC4=CC=CC=C43)C3=CC=CC=C3C=C2)C=C1
42348	CC(=O)NC1=NC(/C(=N/OC2CCNC2=O)C(=O)O)=CS1	CCOC(=O)/C(=N\OC1CCNC1=O)C1=CSC(NC(C)=O)=N1.CO.[Na+].[OH-]
42349	O=C(O)CNC(=O)C1=NN2N=C(NCCCN3CCC(OC(C4=CC=CC=C4)C4=CC=CC=C4)CC3)C=CC2=N1	CCOC(=O)CNC(=O)C1=NN2N=C(NCCCN3CCC(OC(C4=CC=CC=C4)C4=CC=CC=C4)CC3)C=CC2=N1.CCO.[Na+].[OH-]
42350	COC1=CC=CC(CCNC2=C(Cl)C=NC(NC3=CC=CC(CCO)=C3)=N2)=C1	COC1=CC=CC(CCNC2=C(Cl)C=NC(Cl)=N2)=C1.NC1=CC(CCO)=CC=C1.C1COCCO1.CC1=CC=C(S(=O)(=O)O)C=C1.O.O=C([O-])O.[Na+]
42351	COC(=O)CCCCNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)OC(C)(C)C	CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O.COC(=O)CCCCN.CC(C)COC(=O)Cl.CN(C)C=O.CN1CCOCC1.Cl
42352	OCCC1CCOCC1	O=C(O)CC1CCOCC1.C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+]
42353	CC(C)(COC1=CC=C(Cl)C=C1)C(O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1	CC(C)(COC1=CC=C(Cl)C=C1)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1.CO.Cl.[BH4-].[Na+]
42354	O=S(=O)(NC1=C(F)C(C2=C(C3=NC(NCCO)=NC=C3)SC(C3CCOCC3)=N2)=CC=C1)C1=COC=C1	NCCO.O=S(=O)(NC1=C(F)C(C2=C(C3=NC(Cl)=NC=C3)SC(C3CCOCC3)=N2)=CC=C1)C1=COC=C1.CO.CC1=CC=CC=C1
42355	O=C(NC1=NC=CC([N+](=O)[O-])=C1)C1CC1	NC1=NC=CC([N+](=O)[O-])=C1.O=C(Cl)C1CC1.C1=CC=NC=C1
42356	CC(C)(C)OC(=O)N1CCC(C=O)CC1	CC(C)(C)OC(=O)N1CCC(CO)CC1.CCN(CC)CC.CCOC(C)=O.CS(C)=O.ClCCl.O=C(Cl)C(=O)Cl
42357	CC(C)N(NC(=O)C1=CC=CC=C1)C(=O)CSC1=CC=CC=C1C1=CC=CC=C1	CC(C)N(NC(=O)C1=CC=CC=C1)C(=O)CSC1=CC=CC=C1Br.OB(O)C1=CC=CC=C1.COCCOC.O=C([O-])[O-].[Na+].[Na+]
42358	CNC1CCC2(CC1)CCN(C(=O)OC(C)(C)C)CC2	CC(C)(C)OC(=O)N1CCC2(CCC(=O)CC2)CC1.CN.CCO.[BH3-]C#N.[Na+]
42359	CCOC1=C(OC)C=CC(C(CC(=O)NO)N2C(=O)C3=C(C=C(O)C=C3)C2=O)=C1	CCOC1=C(OC)C=CC(C(CC(=O)O)N2C(=O)C3=C(C=C(O)C=C3)C2=O)=C1.NO.C1CCOC1.Cl.O=C(N1C=CN=C1)N1C=CN=C1
42360	C[C@H]1CN(CC2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2)CCN1C(=O)C1=CC=C(NC(=O)NCC2CC2)C=C1	C[C@H]1CN(CC2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2)CCN1.O=C(NCC1CC1)NC1=CC=C(C(=O)O)C=C1.CCCP1(=O)OP(=O)(CCC)OP(=O)(CCC)O1.CCN(CC)CC.ClCCl
42361	CCOC1=NC(NC(=O)CC2=CC=CS2)=CC(N)=C1C#N	CCOC1=NC(N)=CC(N)=C1C#N.O=C(Cl)CC1=CC=CS1.O.C1=CC=NC=C1
42362	CC1=CC2=C(C=C1)N(CCNC(=O)C1CCCNC1)C1=C2CN(C)CC1	CC1=CC2=C(C=C1)N(CCNC(=O)C1CCCN(C(=O)OC(C)(C)C)C1)C1=C2CN(C)CC1.ClCCl.O=C(O)C(F)(F)F
42363	CC(=O)NC[C@H]1C[C@@H]1C1=CC=CN2N=C(C)C=C12	CC(=O)OC(C)=O.CC1=NN2C=CC=C([C@H]3C[C@@H]3CN)C2=C1.C1CCOC1.CCN(CC)CC.Cl.Cl
42364	CC1=C(C(C)SC2=CC(C(=O)O)=CC=C2)C=CC(OCC2=C(C(C)C)N=NN2C2=C(Cl)C=CC=C2Cl)=C1	COC(=O)C1=CC=CC(SC(C)C2=C(C)C=C(OCC3=C(C(C)C)N=NN3C3=C(Cl)C=CC=C3Cl)C=C2)=C1.C1COCCO1.[Li+].[OH-]
42365	NCCSCC1=NC=CC(NC(N)=NCC(F)(F)F)=N1	NC(=NCC(F)(F)F)NC1=NC(CSCCN2C(=O)C3=CC=CC=C3C2=O)=NC=C1.CCO.NN.O
42366	COC1=C(OC)C=C(C(=O)N2CC3CC(C2)CN(C(C)C)C3)C=C1	CC(C)N1CC2CNCC(C2)C1.COC1=C(OC)C=C(C(=O)Cl)C=C1.ClCCl.O.[Na+].[OH-]
42367	O=C(O)C1=COC2=CC=CC=C21	COC(=O)C1=COC2=CC=CC=C21.CO.Cl.O.[Li+].[OH-]
42368	COC(=O)C1=CC(Cl)=C(OC[C@H](C)N(C)C(=O)CC2=CC(OC)=C(NC(=O)NC3=CC=CC=C3C)C=C2)C=C1	CN[C@@H](C)COC1=C(Cl)C=C(C(=O)OC)C=C1.COC1=C(NC(=O)NC2=CC=CC=C2C)C=CC(CC(=O)O)=C1.CCOC(C)=O.CN(C)C=O.CN(C)C1=CC=NC=C1.ON1N=NC2=CC=CC=C21
42369	COC(=O)C1=CN=C(N2CCN(S(=O)(=O)C3=C4C=CC=C(N(C)C)C4=CC=C3)CC2)S1	CN(C)C1=CC=CC2=C(S(=O)(=O)Cl)C=CC=C12.COC(=O)C1=CN=C(N2CCNCC2)S1.CCN(CC)CC.ClCCl.O
42370	CC1=NC(N2CCC(OS(C)(=O)=O)CC2)=NC(=O)N1CC1=CC=C(C(F)(F)F)S1	CS(=O)(=O)Cl.CC1=NC(N2CCC(O)CC2)=NC(=O)N1CC1=CC=C(C(F)(F)F)S1.CCN(CC)CC.ClCCl.O
42371	FC(F)(F)C1=CC=C(CN[C@@H]2C[C@H]2C2=CC=CC=C2)C=C1	N[C@@H]1C[C@H]1C1=CC=CC=C1.O=CC1=CC=C(C(F)(F)F)C=C1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.Cl.ClCCl.O.[Na+]
42372	O=C(NCCNC(=O)C1=C(CCCCCF)N(C2=CC=C(C(=O)NCC(F)(F)F)C=C2)N=N1)NC1=CC=CC(F)=C1	NCCNC(=O)C1=C(CCCCCF)N(C2=CC=C(C(=O)NCC(F)(F)F)C=C2)N=N1.O=C=NC1=CC=CC(F)=C1.CCN(CC)CC.Cl.ClCCl.O
42373	O=C(O)C1=C(Cl)C=NC(N2CCOCC2)=C1	C1COCCN1.O=C(O)C1=C(Cl)C=NC(Cl)=C1.CC(=O)N(C)C
42374	CS(=O)(=O)N(CC1=CC=CO1)CC(O)CN1C2=CC=CC=C2C2=CC=CC=C21	CS(=O)(=O)Cl.OC(CNCC1=CC=CO1)CN1C2=CC=CC=C2C2=CC=CC=C21.CCN(CC)CC.ClCCl
42375	O=C(O)C1=C(NC2=CC=CC=C2)OC(=CC2=CNC3=NC=CC=C23)C1=O	CCOC(=O)C1=C(NC2=CC=CC=C2)OC(=CC2=CNC3=NC=CC=C23)C1=O.C1CCOC1.CCO.Cl.[K+].[OH-]
